TIME;;;;;;;FILES;;PLANT ID;;;;;;VISITORS (1);;;;;;;;;;;;;;VISITOR BEHAVIOUR (1);;;;;;;;;;;;;;;;;;;;;CONTACT (1);;;
Year;Month;Day;Hour;Min;Sec;##;Video file name;Video record present;Plant Genus;Plant Species;Plant Number;Number of observed flowers (M | F);;Multiplier;Visitor arrival;Exact time of arrival;T.o.A. in video file;Total duration of visit (sec);Exact time of departure;;;T.o.D. in video file;Visitor species;JH/SD IDs;Morphospecies;Insect order ;Sex;;Number of visited flowers (M | F);;Flower number;Resting/walking;Duration (sec);Flying;Duration (sec);Feeding on pollen;Duration (sec);Feeding on nectar ;Duration (sec);Unsuccessful nectardrinking attempts;Duration (sec);Feeding on floral parts;Duration (sec);Smelling' the flower;Duration (sec);Comment (visitor behaviour);Primary Robbing;Secondary robbing;;Contact with anthers;# flowers with anthers contacted;Contact with stigma;# flowers with stigmas contacted
2019;Nov;16;15;50;;;Senbur6_20191116_15_00;1;Senecio;burtoni;6;12;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#REF!;#REF!;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;16;15;51;;;Senbur6_20191116_15_00;1;Senecio;burtoni;6;12;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#REF!;#REF!;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;16;15;52;;;Senbur6_20191116_15_00;1;Senecio;burtoni;6;12;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#REF!;#REF!;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;16;15;53;;;Senbur6_20191116_15_00;1;Senecio;burtoni;6;12;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#REF!;#REF!;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;16;15;54;;;Senbur6_20191116_15_00;1;Senecio;burtoni;6;12;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#REF!;#REF!;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;16;15;55;;;Senbur6_20191116_15_00;1;Senecio;burtoni;6;12;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#REF!;#REF!;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;16;15;56;;;Senbur6_20191116_15_00;1;Senecio;burtoni;6;12;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#REF!;#REF!;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;16;15;57;00 34;;Senbur6_20191116_15_00;1;Senecio;burtoni;6;12;0;;1;15:57:34;57:34;59;15;58;33;58:33;Brachycera sp.;Brachycera;;Diptera;NA;0;1;;;1;19;;;1;40;;;;;;;;;;;;;1;1;0;
2019;Nov;16;15;58;;;Senbur6_20191116_15_00;1;Senecio;burtoni;6;12;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#REF!;#REF!;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;16;15;59;;;Senbur6_20191116_15_00;1;Senecio;burtoni;6;12;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#REF!;#REF!;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;16;16;00;;;Senbur6_20191116_16_00;1;Senecio;burtoni;6;12;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#REF!;#REF!;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;;;
